answer,ideal_answer,question,blue score,meteor score,rouge score,SentenceSim score,SimHash score,perplexity score,bleurt score,F1 score,bert score
"Charles, Prince of Wales Next in line after him is Prince William, Duke of Cambridge, the Prince of Wales's elder son Third in line is Prince George, the eldest child of the Duke of Cambridge, followed by his sister, Princess Charlotte and younger brother, Prince Louis Sixth in line is Prince Harry, Duke of Sussex, the younger son of the Prince of Wales Under the Perth Agreement, which came into effect in 2015, only the first six in line of succession require the sovereign's consent before they marry; without such consent, they and their children would be disqualified from succession","Charles, Prince of Wales",Who will be the next queen or king of England?,2.7894680928689246e-10,0.024038461538461536,0.07547169811320754,0.6033133,16,4.792444607391376,-1.0685625076293945,0.08333333333333333,0.394745907595015
Confessions of a Teenage Drama Queen,Confessions of a Teenage Drama Queen,What was Megan Fox's first film role?,1.0,0.9976851851851852,1.0,1.0000001,0,6.0,0.9032137989997864,1.0,0.999999980131785
vicuas produce small amounts of extremely fine wool,vicuña,What is the most expensive type of wool?,0.0,0.0,0.0,0.37354088,30,2.0,-1.1335991621017456,0.0,0.32185245752334596
"March 5, 1918 – March 11, 2002) was an American economist who served on the Council of Economic Advisers and the Board of Governors of the Federal Reserve System, and taught at Harvard and Yale Universities","March 5, 1918",When was economist James Tobin born?,0.00012340980408667956,0.054945054945054944,0.15789473684210528,0.4099874,24,3.874163181810892,-1.0281121730804443,0.17142857142857143,0.32125567048788073
"1998 following the merger of the Board of Education for the City of York, the East York Board of Education, the North York Board of Education, the Scarborough Board of Education, the Etobicoke Board of Education and the Toronto Board of Education",1998,When was the Toronto District School Board established?,5.215027920426559e-251,0.012048192771084336,0.046511627906976744,0.25369632,34,1.96726386488838,-0.7471579313278198,0.05714285714285715,0.22747269379241125
Virginia Tech Hokies Virginia Tech,Virginia Tech,Who won the 1993 Independence Bowl?,3.3283615235885645e-155,0.39893617021276595,0.5714285714285715,0.8995656,11,2.168943542395397,-0.5696315765380859,0.5714285714285715,0.6077681098665509
Coliseo de Puerto Rico José Miguel Agrelot,Coliseo de Puerto Rico José Miguel Agrelot,What is the largest basketball stadium in Puerto Rico?,1.0,0.9985422740524781,1.0,1.0,0,7.000000000000003,0.8758703470230103,1.0,0.9999999891627919
"191,000 Portuguese nationals are currently living in the United States","An estimated 191,000",How large is the Portuguese diaspora in the US?,1.342376123197744e-232,0.053763440860215055,0.26666666666666666,0.4761565,29,3.8865666314522938,-0.9074764251708984,0.1818181818181818,0.4569416989882787
"64 teams The association decided to retire 10 teams, moving them to ""Primera Nacional A""",64,How many professional basketball teams are there in Argentina?,7.542270970394192e-239,0.03067484662576687,0.125,0.19273382,27,1.9096832078208332,-0.8900085687637329,0.14285714285714288,0.17078479213847053
125centimetres or 05inches per month,0.5inches  per month,What is the growth rate for human hair?,5.819186114595022e-155,0.39062499999999994,0.4444444444444445,0.7773762,18,3.5652049159320063,-0.8627637624740601,0.7499999999999999,0.6571606040000916
"2,022,044 residents in the Greater Perth area","20,22,044",What's the population of Perth?,0.0,0.0,0.16666666666666666,0.20191178,15,2.0,-1.0770673751831055,0.2857142857142857,0.49596534784023577
"July 4, 1946, and the relinquishment of American sovereignty over the Philippine Islands","July 4, 1946",When did the Philippines win independence?,0.06392786120670757,0.22706834532374098,0.375,0.52281666,27,3.8268253944260455,-0.9950754642486572,0.42857142857142855,0.408976496834504
"Mexico in the early 20th century, it has developed into a unique form of the genre",México,Where did Lucha Libre come from?,0.0,0.0,0.0,0.39982808,22,2.0,-0.6019467115402222,0.0,0.17436143405297222
Acharya Jagadish Chandra Bose Road,Acharya Jagadish Chandra Bose Road,What is the largest road in Kolkata?,1.0,0.996,1.0,0.99999994,0,4.999999999999999,0.92437744140625,1.0,1.0
insulin resistance (IR) is considered as a pathological condition in which cells fail to respond normally to the hormone insulin,hormone insulin,What does diabetes cause a resistance to?,6.772162906823479e-159,0.09375,0.18181818181818182,0.5843947,20,2.8229784695707494,-0.7051462531089783,0.19999999999999998,0.3400969544182653
photosynthetic eukaryotic organisms,"an informal term for a large, diverse group of photosynthetic eukaryotic organisms that are not necessarily closely related, and is thus polyphyletic",What is algae?,1.820889035505576e-78,0.5773420479302833,0.24000000000000002,0.695799,18,22.0,-0.2521398663520813,0.2608695652173913,0.5737979114055634
1877-April-28-January-1878,April 1877,When were telephones first used in homes?,0.0,0.0,0.5714285714285715,0.8500711,33,3.0000000000000004,-0.6140415668487549,0.0,0.44983091288142735
1610 (Keich 15) to 1612 (Keich 17),1610,When was Nagoya Castle created?,8.271104435986657e-236,0.05,0.25,0.6831362,32,1.8114473285278132,-0.798243522644043,0.25,0.15318286820099905
1868-05-31 yes 1868-05-31 yes,1868,When was the Imperial Japanese Navy formed?,0.0,0.0,0.2222222222222222,0.4863487,23,2.0,-0.6493632793426514,0.0,0.21584173291921616
"1205 and 1207, 1279, 1279",13th century,When did Genghis Khan try to invade China?,0.0,0.0,0.0,0.17169145,36,3.0000000000000004,-1.1272506713867188,0.0,0.3944241323254325
2016-February-26-05-05-05,2013,What year was Superhot released?,0.0,0.0,0.0,0.5277957,32,2.0,-0.8173019886016846,0.0,0.36808470162478363
"October 5, 2011', 'October 5, 2011'","October 5, 2011",When was the series American Horror Story first aired?,0.17377394345044514,0.3640776699029126,0.6666666666666666,0.8882521,4,3.4641016151377544,0.2068893313407898,0.6666666666666666,0.5247193550070127
The Sherman Brothers wrote more motion-picture musical song scores than any other songwriting team in film history,The Sherman Brothers,Who wrote the music for Disney's Mary Poppins?,1.1484934577605511e-79,0.18874643874643876,0.2857142857142857,0.5141198,20,3.8019988308978743,-1.0657293796539307,0.2222222222222222,0.45053333044052124
assassination on 13 March 1881,assassination,How did Alexander II die?,3.3368016834625063e-233,0.10869565217391304,0.33333333333333337,0.6070156,12,1.7411011265922482,-0.7693539261817932,0.33333333333333337,0.46770467758178713
Tootsie Roll Industries ,Tootsie Roll Industries,Who created Andes mints?,1.2213386697554703e-77,0.9814814814814815,1.0,1.0,0,3.0000000000000004,0.9089342355728149,1.0,1.000000011920929
"Sir Ronald Ross, an army surgeon working in Secunderabad India",Sir Ronald Ross,Who discovered malaria?,8.486282588647554e-79,0.2886710239651416,0.4615384615384615,0.7436551,17,3.776350045179608,-0.8760030269622803,0.5,0.420780571607443
"Mehmed the Conqueror, six years after the conquest of Constantinople",Mehmed the Conqueror,Who built the Topkapi palace?,8.486282588647554e-79,0.14705882352941177,0.4615384615384615,0.77466667,14,3.6692590185696075,-0.9105770587921143,0.4,0.5867736912690676
2010-03-28-WrestleMania-XXVI,2010,What year did WrestleMania XXVI take place?,0.0,0.0,0.33333333333333337,0.5257473,22,2.0,-0.8405925035476685,0.0,0.3087244391441345
1916-Jul-26jpg,1916,When was BMW founded?,0.0,0.0,0.5,0.8732048,28,2.0,-0.6947309374809265,0.0,0.27536624670028687
"tumor angiogenesis monitoring, blood oxygenation mapping, functional brain imaging, skin melanoma detection, methemoglobin measuring, etc","in vivo for tumor angiogenesis monitoring, blood oxygenation mapping, functional brain imaging, skin melanoma detection, methemoglobin measuring",What have we done with photoacoustic tomography?,0.8455987220158339,0.8395522388059702,0.8749999999999999,0.8601152,2,17.130054020662442,0.6805554628372192,0.8749999999999999,0.7598771966736892
"1910, after a schism in L'Anarchie",1909,When did Victor Lvovich Kibalchich take the name Victor Serge?,0.0,0.0,0.0,0.45300016,33,2.0,-0.9307467937469482,0.0,0.26958013077576953
Baden-Württemberg in southwest Germany,southwest Germany,Where is the Black Forest?,5.487540440520353e-155,0.4934210526315789,0.5,0.6793051,19,2.449489742783178,-0.6669775247573853,0.6666666666666666,0.3964917262395223
"May 17, 1900","May 17, 1900",When was The Wizard of Oz first published?,1.0,0.9921875,1.0,1.0,0,3.0000000000000004,0.9184258580207825,1.0,1.0
judicial branch has the power to change laws through the process of judicial review,judicial,What branch of government do the courts belong to?,4.117940420322104e-237,0.03937007874015748,0.13333333333333333,0.6394681,16,1.8114473285278132,-0.6830631494522095,0.15384615384615385,0.1184247223926442
"Sydney, New South Wales, Australia","Sydney, New South Wales, Australia",Where were the 2000 olympics held?,1.0,0.9985422740524781,1.0,1.0000001,0,4.999999999999999,0.9093537330627441,1.0,0.9999999914850507
86 400 SI seconds and symbolized d,86 400,How many seconds are in a day?,1.2244357773142914e-155,0.28846153846153844,0.4444444444444445,0.40937567,29,2.671833965070868,-0.9230301380157471,0.4444444444444445,0.4709300585091114
Egyptians develop earliest known algorithms for multiplying two numbers,Al-Khawarizmi,Who developed the first algorithms?,0.0,0.0,0.0,0.122845694,27,2.0,-1.1663587093353271,0.0,0.45525340871377423
c1850 to the 1960s,c.1850,When was the Royal George Hotel in Brisbane first opened?,0.0,0.0,0.0,0.33841556,23,2.0,-1.2230911254882812,0.5,0.45853259166081745
"July2, 1964) is a landmark civil rights and US labor law in the United States that outlaws discrimination based on race, color, religion, sex, or national origin","July2, 1964",When was the Civil Rights Act passed?,5.544868982310503e-82,0.05,0.13793103448275862,0.5084349,32,2.9552849099642775,-1.0202068090438843,0.14814814814814814,0.30454745165565433
"between 100 and more than 150 million, depending on the criteria applied",80million,How many people are German?,0.0,0.0,0.0,0.5574332,29,2.0,-1.2235734462738037,0.0,0.31577991808836275
18 teams spread over five of Australia's six states,18,How many clubs are in the Australian Football League?,2.2483192889629532e-235,0.054945054945054944,0.18181818181818182,0.17833155,31,1.8517494245745807,-0.81364905834198,0.19999999999999998,0.45175164396112616
"28 December 1941 as the Alaskan Air Force at Elmendorf Field, Alaska Territory",28-Dec-41,When was the Eleventh Air Force established?,0.0,0.0,0.125,0.24728791,31,2.0,-1.2708123922348022,0.0,0.3578905533341801
"September 16, 2009,","September 16, 2009",When was the America's Healthy Future Act first proposed?,0.7788007830714049,0.6441326530612245,1.0,0.9901049,0,3.3019272488946263,0.8187111020088196,1.0,0.7546763062477112
"2,162 (as of 31 December 2018)","2,162",What is the population of Pontresina?,1.661295735445513e-234,0.0684931506849315,0.4444444444444445,0.8363582,31,1.7817974362806785,-0.7673450708389282,0.2857142857142857,0.4042380005121231
"Bill de Blasio, a Democrat",Bill de Blasio,Who is the mayor of New York City?,4.493053873107152e-78,0.5165692007797271,0.7499999999999999,0.86541903,11,3.5652049159320063,-0.6226946115493774,0.8571428571428571,0.37442300468683243
third season after making recurring appearances in both the third and fourth seasons,second half of the third season,When does the character Zelena first appear on ABC's Once Upon a Time?,3.106367394572114e-155,0.20776874435411022,0.3157894736842105,0.6525299,21,6.675734065817626,-0.9227170944213867,0.23529411764705882,0.6435235647054819
Soviet RDS-220 hydrogen bomb (code name Ivan or Vanya),The Soviet RDS-220,What's the biggest atomic bomb to ever exist?,7.875412010252811e-156,0.1838235294117647,0.4285714285714285,0.63748217,20,3.752285089824774,-0.9653439521789551,0.3636363636363636,0.5113381425539653
"1 January 1934 In the United States, it was published on 28 February 1934","It was first published in the United Kingdom by the Collins Crime Club on 1 January 1934. In the United States, it was published on 28 February 1934",When was the book Murder on the Orient Express released?,0.4139112108175073,0.9080134680134679,0.6666666666666666,0.746395,14,21.235836431014974,0.20274485647678375,0.6842105263157895,0.7528043945630392
"John Tory, in office since December 1, 2014",John Tory,Who is mayor of Toronto?,2.73208551083605e-156,0.20380434782608695,0.4,0.82058895,20,2.851739474862422,-0.9380505084991455,0.4,0.2516101457178593
"a basic, ionic salt of an alkali metal or alkaline earth metal chemical element","basic, ionic salt of an alkali metal or alkaline earth metal chemical element",What is an alkali?,0.9310627797040228,0.939426106012875,0.962962962962963,0.9857672,2,11.836899850856296,0.8292658925056458,1.0,0.8887758221891191
Arachnacris katydids and Tropidacris grasshoppers,Tropidacris,What is the biggest Grasshopper?,3.3368016834625063e-233,0.10869565217391304,0.33333333333333337,0.5563756,18,1.7411011265922482,-0.7164334058761597,0.33333333333333337,0.5151817072182894
"United States Second Fleet (HQ Norfolk, Virginia) - Homeland Defense and North Atlantic Ocean United States Third Fleet (HQ San Diego, California) – East Pacific United States Fourth Fleet (HQ Mayport, Florida) – South Atlantic United States Fifth Fleet (HQ Manama, Bahrain) – Middle East United States Sixth Fleet (HQ Naples, Italy) – Europe United States Seventh Fleet (HQ Yokosuka, Japan) – West Pacific United States Tenth Fleet (HQ Fort Meade, Maryland) – Reactivated as Fleet Cyber Command","United States Second Fleet (HQ Norfolk, Virginia) - Homeland Defense and North Atlantic Ocean. United States Third Fleet (HQ San Diego, California) – East Pacific United States Fourth Fleet (HQ Mayport, Florida) – South Atlantic United States Fifth Fleet (HQ Manama, Bahrain) – Middle East United States Sixth Fleet (HQ Naples, Italy) – Europe United States Seventh Fleet (HQ Yokosuka, Japan) – West Pacific United States Tenth Fleet (HQ Fort Meade, Maryland) – Reactivated as Fleet Cyber Command.  Formerly anti submarine warfare coordinating organization",What are the fleets of the US Navy?,0.9097567789087432,0.9919798785408793,0.9594594594594594,0.9777819,3,33.20825997035089,0.5206988453865051,0.9625,0.9569838637230443
